,DPCP_AA_Rise (RNA),DPCP_AC_Rise (RNA),DPCP_AG_Rise (RNA),DPCP_AT_Rise (RNA),DPCP_CA_Rise (RNA),DPCP_CC_Rise (RNA),DPCP_CG_Rise (RNA),DPCP_CT_Rise (RNA),DPCP_GA_Rise (RNA),DPCP_GC_Rise (RNA),DPCP_GG_Rise (RNA),DPCP_GT_Rise (RNA),DPCP_TA_Rise (RNA),DPCP_TC_Rise (RNA),DPCP_TG_Rise (RNA),DPCP_TT_Rise (RNA),DPCP_AA_Roll (RNA),DPCP_AC_Roll (RNA),DPCP_AG_Roll (RNA),DPCP_AT_Roll (RNA),DPCP_CA_Roll (RNA),DPCP_CC_Roll (RNA),DPCP_CG_Roll (RNA),DPCP_CT_Roll (RNA),DPCP_GA_Roll (RNA),DPCP_GC_Roll (RNA),DPCP_GG_Roll (RNA),DPCP_GT_Roll (RNA),DPCP_TA_Roll (RNA),DPCP_TC_Roll (RNA),DPCP_TG_Roll (RNA),DPCP_TT_Roll (RNA),DPCP_AA_Shift (RNA),DPCP_AC_Shift (RNA),DPCP_AG_Shift (RNA),DPCP_AT_Shift (RNA),DPCP_CA_Shift (RNA),DPCP_CC_Shift (RNA),DPCP_CG_Shift (RNA),DPCP_CT_Shift (RNA),DPCP_GA_Shift (RNA),DPCP_GC_Shift (RNA),DPCP_GG_Shift (RNA),DPCP_GT_Shift (RNA),DPCP_TA_Shift (RNA),DPCP_TC_Shift (RNA),DPCP_TG_Shift (RNA),DPCP_TT_Shift (RNA),DPCP_AA_Slide (RNA),DPCP_AC_Slide (RNA),DPCP_AG_Slide (RNA),DPCP_AT_Slide (RNA),DPCP_CA_Slide (RNA),DPCP_CC_Slide (RNA),DPCP_CG_Slide (RNA),DPCP_CT_Slide (RNA),DPCP_GA_Slide (RNA),DPCP_GC_Slide (RNA),DPCP_GG_Slide (RNA),DPCP_GT_Slide (RNA),DPCP_TA_Slide (RNA),DPCP_TC_Slide (RNA),DPCP_TG_Slide (RNA),DPCP_TT_Slide (RNA),DPCP_AA_Tilt (RNA),DPCP_AC_Tilt (RNA),DPCP_AG_Tilt (RNA),DPCP_AT_Tilt (RNA),DPCP_CA_Tilt (RNA),DPCP_CC_Tilt (RNA),DPCP_CG_Tilt (RNA),DPCP_CT_Tilt (RNA),DPCP_GA_Tilt (RNA),DPCP_GC_Tilt (RNA),DPCP_GG_Tilt (RNA),DPCP_GT_Tilt (RNA),DPCP_TA_Tilt (RNA),DPCP_TC_Tilt (RNA),DPCP_TG_Tilt (RNA),DPCP_TT_Tilt (RNA),DPCP_AA_Twist (RNA),DPCP_AC_Twist (RNA),DPCP_AG_Twist (RNA),DPCP_AT_Twist (RNA),DPCP_CA_Twist (RNA),DPCP_CC_Twist (RNA),DPCP_CG_Twist (RNA),DPCP_CT_Twist (RNA),DPCP_GA_Twist (RNA),DPCP_GC_Twist (RNA),DPCP_GG_Twist (RNA),DPCP_GT_Twist (RNA),DPCP_TA_Twist (RNA),DPCP_TC_Twist (RNA),DPCP_TG_Twist (RNA),DPCP_TT_Twist (RNA)
A2_140,0.5724,0.06480000000000001,0.19799999999999998,0.38880000000000003,0.1236,0.0,0.132,0.19799999999999998,0.20279999999999998,0.0644,0.2656,0.19440000000000002,0.2608,0.338,0.18539999999999998,0.0636,1.26,0.096,0.51,0.852,0.396,0.0,0.484,0.51,0.564,0.122,0.968,0.288,0.856,0.9400000000000001,0.594,0.14,-0.0144,0.0046,-0.0024,-0.0072,0.0044,-0.0,0.012,-0.0024,0.004200000000000001,0.0014000000000000002,-0.0008,0.0138,-0.0016,0.007000000000000001,0.0066,-0.0016,-0.2286,-0.0286,-0.09,-0.1632,-0.0584,-0.0,-0.0756,-0.09,-0.102,-0.0278,-0.1424,-0.08579999999999999,-0.11599999999999999,-0.17,-0.0876,-0.025400000000000002,-0.144,0.016,0.03,0.132,0.04,0.0,-0.004,0.03,0.078,0.0,0.024,0.048,-0.016,0.13,0.06,-0.016,5.58,0.64,1.7999999999999998,3.96,1.24,0.0,1.08,1.7999999999999998,1.92,0.7000000000000001,2.56,1.92,2.56,3.2,1.8599999999999999,0.62
A2_142,0.5724,0.06480000000000001,0.19799999999999998,0.32400000000000007,0.1236,0.0,0.132,0.19799999999999998,0.20279999999999998,0.1288,0.332,0.19440000000000002,0.2608,0.2704,0.18539999999999998,0.0636,1.26,0.096,0.51,0.71,0.396,0.0,0.484,0.51,0.564,0.244,1.21,0.288,0.856,0.752,0.594,0.14,-0.0144,0.0046,-0.0024,-0.006,0.0044,-0.0,0.012,-0.0024,0.004200000000000001,0.0028000000000000004,-0.001,0.0138,-0.0016,0.005600000000000001,0.0066,-0.0016,-0.2286,-0.0286,-0.09,-0.136,-0.0584,-0.0,-0.0756,-0.09,-0.102,-0.0556,-0.17800000000000002,-0.08579999999999999,-0.11599999999999999,-0.136,-0.0876,-0.025400000000000002,-0.144,0.016,0.03,0.11000000000000001,0.04,0.0,-0.004,0.03,0.078,0.0,0.03,0.048,-0.016,0.10400000000000001,0.06,-0.016,5.58,0.64,1.7999999999999998,3.3000000000000003,1.24,0.0,1.08,1.7999999999999998,1.92,1.4000000000000001,3.2,1.92,2.56,2.56,1.8599999999999999,0.62
A2_143,0.5724,0.06480000000000001,0.19799999999999998,0.32400000000000007,0.18539999999999998,0.0,0.132,0.132,0.20279999999999998,0.1288,0.332,0.19440000000000002,0.2608,0.2704,0.18539999999999998,0.0636,1.26,0.096,0.51,0.71,0.594,0.0,0.484,0.34,0.564,0.244,1.21,0.288,0.856,0.752,0.594,0.14,-0.0144,0.0046,-0.0024,-0.006,0.0066,-0.0,0.012,-0.0016,0.004200000000000001,0.0028000000000000004,-0.001,0.0138,-0.0016,0.005600000000000001,0.0066,-0.0016,-0.2286,-0.0286,-0.09,-0.136,-0.0876,-0.0,-0.0756,-0.06,-0.102,-0.0556,-0.17800000000000002,-0.08579999999999999,-0.11599999999999999,-0.136,-0.0876,-0.025400000000000002,-0.144,0.016,0.03,0.11000000000000001,0.06,0.0,-0.004,0.02,0.078,0.0,0.03,0.048,-0.016,0.10400000000000001,0.06,-0.016,5.58,0.64,1.7999999999999998,3.3000000000000003,1.8599999999999999,0.0,1.08,1.2,1.92,1.4000000000000001,3.2,1.92,2.56,2.56,1.8599999999999999,0.62
A2_145,0.5724,0.06480000000000001,0.264,0.32400000000000007,0.18539999999999998,0.0,0.132,0.132,0.1352,0.1288,0.3984,0.19440000000000002,0.2608,0.2704,0.1236,0.0636,1.26,0.096,0.68,0.71,0.594,0.0,0.484,0.34,0.376,0.244,1.452,0.288,0.856,0.752,0.396,0.14,-0.0144,0.0046,-0.0032,-0.006,0.0066,-0.0,0.012,-0.0016,0.0028000000000000004,0.0028000000000000004,-0.0012,0.0138,-0.0016,0.005600000000000001,0.0044,-0.0016,-0.2286,-0.0286,-0.12,-0.136,-0.0876,-0.0,-0.0756,-0.06,-0.068,-0.0556,-0.21359999999999998,-0.08579999999999999,-0.11599999999999999,-0.136,-0.0584,-0.025400000000000002,-0.144,0.016,0.04,0.11000000000000001,0.06,0.0,-0.004,0.02,0.052000000000000005,0.0,0.036,0.048,-0.016,0.10400000000000001,0.04,-0.016,5.58,0.64,2.4,3.3000000000000003,1.8599999999999999,0.0,1.08,1.2,1.28,1.4000000000000001,3.84,1.92,2.56,2.56,1.24,0.62
A2_146,0.5088,0.06480000000000001,0.264,0.32400000000000007,0.18539999999999998,0.0,0.132,0.132,0.1352,0.1288,0.3984,0.25920000000000004,0.2608,0.2704,0.1236,0.0636,1.12,0.096,0.68,0.71,0.594,0.0,0.484,0.34,0.376,0.244,1.452,0.384,0.856,0.752,0.396,0.14,-0.0128,0.0046,-0.0032,-0.006,0.0066,-0.0,0.012,-0.0016,0.0028000000000000004,0.0028000000000000004,-0.0012,0.0184,-0.0016,0.005600000000000001,0.0044,-0.0016,-0.20320000000000002,-0.0286,-0.12,-0.136,-0.0876,-0.0,-0.0756,-0.06,-0.068,-0.0556,-0.21359999999999998,-0.1144,-0.11599999999999999,-0.136,-0.0584,-0.025400000000000002,-0.128,0.016,0.04,0.11000000000000001,0.06,0.0,-0.004,0.02,0.052000000000000005,0.0,0.036,0.064,-0.016,0.10400000000000001,0.04,-0.016,4.96,0.64,2.4,3.3000000000000003,1.8599999999999999,0.0,1.08,1.2,1.28,1.4000000000000001,3.84,2.56,2.56,2.56,1.24,0.62
A2_147,0.5088,0.06480000000000001,0.264,0.25920000000000004,0.18539999999999998,0.0,0.132,0.132,0.1352,0.1288,0.3984,0.25920000000000004,0.2608,0.2704,0.18539999999999998,0.0636,1.12,0.096,0.68,0.568,0.594,0.0,0.484,0.34,0.376,0.244,1.452,0.384,0.856,0.752,0.594,0.14,-0.0128,0.0046,-0.0032,-0.0048,0.0066,-0.0,0.012,-0.0016,0.0028000000000000004,0.0028000000000000004,-0.0012,0.0184,-0.0016,0.005600000000000001,0.0066,-0.0016,-0.20320000000000002,-0.0286,-0.12,-0.10880000000000001,-0.0876,-0.0,-0.0756,-0.06,-0.068,-0.0556,-0.21359999999999998,-0.1144,-0.11599999999999999,-0.136,-0.0876,-0.025400000000000002,-0.128,0.016,0.04,0.08800000000000001,0.06,0.0,-0.004,0.02,0.052000000000000005,0.0,0.036,0.064,-0.016,0.10400000000000001,0.06,-0.016,4.96,0.64,2.4,2.64,1.8599999999999999,0.0,1.08,1.2,1.28,1.4000000000000001,3.84,2.56,2.56,2.56,1.8599999999999999,0.62
A2_148,0.5088,0.06480000000000001,0.264,0.25920000000000004,0.18539999999999998,0.0,0.132,0.132,0.1352,0.1932,0.3984,0.25920000000000004,0.2608,0.2704,0.18539999999999998,0.0,1.12,0.096,0.68,0.568,0.594,0.0,0.484,0.34,0.376,0.366,1.452,0.384,0.856,0.752,0.594,0.0,-0.0128,0.0046,-0.0032,-0.0048,0.0066,-0.0,0.012,-0.0016,0.0028000000000000004,0.004200000000000001,-0.0012,0.0184,-0.0016,0.005600000000000001,0.0066,-0.0,-0.20320000000000002,-0.0286,-0.12,-0.10880000000000001,-0.0876,-0.0,-0.0756,-0.06,-0.068,-0.08339999999999999,-0.21359999999999998,-0.1144,-0.11599999999999999,-0.136,-0.0876,-0.0,-0.128,0.016,0.04,0.08800000000000001,0.06,0.0,-0.004,0.02,0.052000000000000005,0.0,0.036,0.064,-0.016,0.10400000000000001,0.06,-0.0,4.96,0.64,2.4,2.64,1.8599999999999999,0.0,1.08,1.2,1.28,2.1,3.84,2.56,2.56,2.56,1.8599999999999999,0.0
A2_149,0.5088,0.06480000000000001,0.264,0.25920000000000004,0.18539999999999998,0.0664,0.132,0.132,0.1352,0.1932,0.3984,0.25920000000000004,0.2608,0.20279999999999998,0.18539999999999998,0.0,1.12,0.096,0.68,0.568,0.594,0.174,0.484,0.34,0.376,0.366,1.452,0.384,0.856,0.564,0.594,0.0,-0.0128,0.0046,-0.0032,-0.0048,0.0066,-0.0002,0.012,-0.0016,0.0028000000000000004,0.004200000000000001,-0.0012,0.0184,-0.0016,0.004200000000000001,0.0066,-0.0,-0.20320000000000002,-0.0286,-0.12,-0.10880000000000001,-0.0876,-0.0356,-0.0756,-0.06,-0.068,-0.08339999999999999,-0.21359999999999998,-0.1144,-0.11599999999999999,-0.102,-0.0876,-0.0,-0.128,0.016,0.04,0.08800000000000001,0.06,0.006,-0.004,0.02,0.052000000000000005,0.0,0.036,0.064,-0.016,0.078,0.06,-0.0,4.96,0.64,2.4,2.64,1.8599999999999999,0.64,1.08,1.2,1.28,2.1,3.84,2.56,2.56,1.92,1.8599999999999999,0.0
A2_152,0.5088,0.06480000000000001,0.19799999999999998,0.25920000000000004,0.1236,0.0664,0.132,0.19799999999999998,0.1352,0.1932,0.332,0.32400000000000007,0.2608,0.20279999999999998,0.2472,0.0,1.12,0.096,0.51,0.568,0.396,0.174,0.484,0.51,0.376,0.366,1.21,0.48,0.856,0.564,0.792,0.0,-0.0128,0.0046,-0.0024,-0.0048,0.0044,-0.0002,0.012,-0.0024,0.0028000000000000004,0.004200000000000001,-0.001,0.023000000000000003,-0.0016,0.004200000000000001,0.0088,-0.0,-0.20320000000000002,-0.0286,-0.09,-0.10880000000000001,-0.0584,-0.0356,-0.0756,-0.09,-0.068,-0.08339999999999999,-0.17800000000000002,-0.143,-0.11599999999999999,-0.102,-0.1168,-0.0,-0.128,0.016,0.03,0.08800000000000001,0.04,0.006,-0.004,0.03,0.052000000000000005,0.0,0.03,0.08000000000000002,-0.016,0.078,0.08,-0.0,4.96,0.64,1.7999999999999998,2.64,1.24,0.64,1.08,1.7999999999999998,1.28,2.1,3.2,3.2,2.56,1.92,2.48,0.0
A2_168,0.31800000000000006,0.06480000000000001,0.19799999999999998,0.19440000000000002,0.18539999999999998,0.1992,0.19799999999999998,0.19799999999999998,0.0,0.2576,0.3984,0.32400000000000007,0.19559999999999997,0.2704,0.2472,0.0,0.7000000000000001,0.096,0.51,0.426,0.594,0.5219999999999999,0.726,0.51,0.0,0.488,1.452,0.48,0.6419999999999999,0.752,0.792,0.0,-0.008,0.0046,-0.0024,-0.0036,0.0066,-0.0006,0.018,-0.0024,0.0,0.005600000000000001,-0.0012,0.023000000000000003,-0.0012,0.005600000000000001,0.0088,-0.0,-0.127,-0.0286,-0.09,-0.0816,-0.0876,-0.10679999999999999,-0.11339999999999999,-0.09,-0.0,-0.1112,-0.21359999999999998,-0.143,-0.087,-0.136,-0.1168,-0.0,-0.08000000000000002,0.016,0.03,0.066,0.06,0.018,-0.006,0.03,0.0,0.0,0.036,0.08000000000000002,-0.012,0.10400000000000001,0.08,-0.0,3.1,0.64,1.7999999999999998,1.98,1.8599999999999999,1.92,1.6199999999999999,1.7999999999999998,0.0,2.8000000000000003,3.84,3.2,1.92,2.56,2.48,0.0
A2_178,0.0636,0.06480000000000001,0.264,0.06480000000000001,0.1236,0.1992,0.19799999999999998,0.264,0.1352,0.32200000000000006,0.5975999999999999,0.32400000000000007,0.1304,0.20279999999999998,0.309,0.0,0.14,0.096,0.68,0.142,0.396,0.5219999999999999,0.726,0.68,0.376,0.61,2.178,0.48,0.428,0.564,0.9900000000000001,0.0,-0.0016,0.0046,-0.0032,-0.0012,0.0044,-0.0006,0.018,-0.0032,0.0028000000000000004,0.007000000000000001,-0.0018,0.023000000000000003,-0.0008,0.004200000000000001,0.011000000000000001,-0.0,-0.025400000000000002,-0.0286,-0.12,-0.027200000000000002,-0.0584,-0.10679999999999999,-0.11339999999999999,-0.12,-0.068,-0.13899999999999998,-0.3204,-0.143,-0.057999999999999996,-0.102,-0.146,-0.0,-0.016,0.016,0.04,0.022000000000000002,0.04,0.018,-0.006,0.04,0.052000000000000005,0.0,0.054,0.08000000000000002,-0.008,0.078,0.1,-0.0,0.62,0.64,2.4,0.66,1.24,1.92,1.6199999999999999,2.4,1.28,3.5,5.76,3.2,1.28,1.92,3.1,0.0
A3_25,0.0,0.32400000000000007,0.132,0.12960000000000002,0.18539999999999998,0.5312,0.264,0.19799999999999998,0.20279999999999998,0.2576,0.332,0.12960000000000002,0.1304,0.1352,0.18539999999999998,0.1272,0.0,0.48,0.34,0.284,0.594,1.392,0.968,0.51,0.564,0.488,1.21,0.192,0.428,0.376,0.594,0.28,-0.0,0.023000000000000003,-0.0016,-0.0024,0.0066,-0.0016,0.024,-0.0024,0.004200000000000001,0.005600000000000001,-0.001,0.0092,-0.0008,0.0028000000000000004,0.0066,-0.0032,-0.0,-0.143,-0.06,-0.054400000000000004,-0.0876,-0.2848,-0.1512,-0.09,-0.102,-0.1112,-0.17800000000000002,-0.0572,-0.057999999999999996,-0.068,-0.0876,-0.050800000000000005,-0.0,0.08000000000000002,0.02,0.044000000000000004,0.06,0.048,-0.008,0.03,0.078,0.0,0.03,0.032,-0.008,0.052000000000000005,0.06,-0.032,0.0,3.2,1.2,1.32,1.8599999999999999,5.12,2.16,1.7999999999999998,1.92,2.8000000000000003,3.2,1.28,1.28,1.28,1.8599999999999999,1.24
A3_28,0.0,0.25920000000000004,0.19799999999999998,0.12960000000000002,0.18539999999999998,0.46480000000000005,0.264,0.19799999999999998,0.2704,0.2576,0.332,0.12960000000000002,0.1304,0.1352,0.18539999999999998,0.1272,0.0,0.384,0.51,0.284,0.594,1.218,0.968,0.51,0.752,0.488,1.21,0.192,0.428,0.376,0.594,0.28,-0.0,0.0184,-0.0024,-0.0024,0.0066,-0.0014000000000000002,0.024,-0.0024,0.005600000000000001,0.005600000000000001,-0.001,0.0092,-0.0008,0.0028000000000000004,0.0066,-0.0032,-0.0,-0.1144,-0.09,-0.054400000000000004,-0.0876,-0.24920000000000003,-0.1512,-0.09,-0.136,-0.1112,-0.17800000000000002,-0.0572,-0.057999999999999996,-0.068,-0.0876,-0.050800000000000005,-0.0,0.064,0.03,0.044000000000000004,0.06,0.042,-0.008,0.03,0.10400000000000001,0.0,0.03,0.032,-0.008,0.052000000000000005,0.06,-0.032,0.0,2.56,1.7999999999999998,1.32,1.8599999999999999,4.48,2.16,1.7999999999999998,2.56,2.8000000000000003,3.2,1.28,1.28,1.28,1.8599999999999999,1.24
A3_30,0.0,0.25920000000000004,0.19799999999999998,0.12960000000000002,0.18539999999999998,0.3984,0.33,0.19799999999999998,0.2704,0.2576,0.332,0.12960000000000002,0.1304,0.1352,0.18539999999999998,0.1272,0.0,0.384,0.51,0.284,0.594,1.0439999999999998,1.21,0.51,0.752,0.488,1.21,0.192,0.428,0.376,0.594,0.28,-0.0,0.0184,-0.0024,-0.0024,0.0066,-0.0012,0.03,-0.0024,0.005600000000000001,0.005600000000000001,-0.001,0.0092,-0.0008,0.0028000000000000004,0.0066,-0.0032,-0.0,-0.1144,-0.09,-0.054400000000000004,-0.0876,-0.21359999999999998,-0.189,-0.09,-0.136,-0.1112,-0.17800000000000002,-0.0572,-0.057999999999999996,-0.068,-0.0876,-0.050800000000000005,-0.0,0.064,0.03,0.044000000000000004,0.06,0.036,-0.010000000000000002,0.03,0.10400000000000001,0.0,0.03,0.032,-0.008,0.052000000000000005,0.06,-0.032,0.0,2.56,1.7999999999999998,1.32,1.8599999999999999,3.84,2.7,1.7999999999999998,2.56,2.8000000000000003,3.2,1.28,1.28,1.28,1.8599999999999999,1.24
A3_32,0.0,0.25920000000000004,0.19799999999999998,0.12960000000000002,0.2472,0.3984,0.264,0.19799999999999998,0.2704,0.2576,0.332,0.12960000000000002,0.1304,0.1352,0.18539999999999998,0.1272,0.0,0.384,0.51,0.284,0.792,1.0439999999999998,0.968,0.51,0.752,0.488,1.21,0.192,0.428,0.376,0.594,0.28,-0.0,0.0184,-0.0024,-0.0024,0.0088,-0.0012,0.024,-0.0024,0.005600000000000001,0.005600000000000001,-0.001,0.0092,-0.0008,0.0028000000000000004,0.0066,-0.0032,-0.0,-0.1144,-0.09,-0.054400000000000004,-0.1168,-0.21359999999999998,-0.1512,-0.09,-0.136,-0.1112,-0.17800000000000002,-0.0572,-0.057999999999999996,-0.068,-0.0876,-0.050800000000000005,-0.0,0.064,0.03,0.044000000000000004,0.08,0.036,-0.008,0.03,0.10400000000000001,0.0,0.03,0.032,-0.008,0.052000000000000005,0.06,-0.032,0.0,2.56,1.7999999999999998,1.32,2.48,3.84,2.16,1.7999999999999998,2.56,2.8000000000000003,3.2,1.28,1.28,1.28,1.8599999999999999,1.24
A3_38,0.0,0.25920000000000004,0.264,0.12960000000000002,0.2472,0.2656,0.132,0.264,0.2704,0.2576,0.3984,0.12960000000000002,0.1304,0.1352,0.2472,0.1272,0.0,0.384,0.68,0.284,0.792,0.696,0.484,0.68,0.752,0.488,1.452,0.192,0.428,0.376,0.792,0.28,-0.0,0.0184,-0.0032,-0.0024,0.0088,-0.0008,0.012,-0.0032,0.005600000000000001,0.005600000000000001,-0.0012,0.0092,-0.0008,0.0028000000000000004,0.0088,-0.0032,-0.0,-0.1144,-0.12,-0.054400000000000004,-0.1168,-0.1424,-0.0756,-0.12,-0.136,-0.1112,-0.21359999999999998,-0.0572,-0.057999999999999996,-0.068,-0.1168,-0.050800000000000005,-0.0,0.064,0.04,0.044000000000000004,0.08,0.024,-0.004,0.04,0.10400000000000001,0.0,0.036,0.032,-0.008,0.052000000000000005,0.08,-0.032,0.0,2.56,2.4,1.32,2.48,2.56,1.08,2.4,2.56,2.8000000000000003,3.84,1.28,1.28,1.28,2.48,1.24
A3_40,0.0,0.25920000000000004,0.264,0.06480000000000001,0.2472,0.2656,0.132,0.264,0.20279999999999998,0.32200000000000006,0.46480000000000005,0.12960000000000002,0.1304,0.1352,0.2472,0.1272,0.0,0.384,0.68,0.142,0.792,0.696,0.484,0.68,0.564,0.61,1.6940000000000002,0.192,0.428,0.376,0.792,0.28,-0.0,0.0184,-0.0032,-0.0012,0.0088,-0.0008,0.012,-0.0032,0.004200000000000001,0.007000000000000001,-0.0014000000000000002,0.0092,-0.0008,0.0028000000000000004,0.0088,-0.0032,-0.0,-0.1144,-0.12,-0.027200000000000002,-0.1168,-0.1424,-0.0756,-0.12,-0.102,-0.13899999999999998,-0.24920000000000003,-0.0572,-0.057999999999999996,-0.068,-0.1168,-0.050800000000000005,-0.0,0.064,0.04,0.022000000000000002,0.08,0.024,-0.004,0.04,0.078,0.0,0.042,0.032,-0.008,0.052000000000000005,0.08,-0.032,0.0,2.56,2.4,0.66,2.48,2.56,1.08,2.4,1.92,3.5,4.48,1.28,1.28,1.28,2.48,1.24
A3_51,0.0,0.19440000000000002,0.264,0.06480000000000001,0.309,0.2656,0.19799999999999998,0.264,0.20279999999999998,0.3864,0.46480000000000005,0.12960000000000002,0.0652,0.1352,0.2472,0.0636,0.0,0.288,0.68,0.142,0.9900000000000001,0.696,0.726,0.68,0.564,0.732,1.6940000000000002,0.192,0.214,0.376,0.792,0.14,-0.0,0.0138,-0.0032,-0.0012,0.011000000000000001,-0.0008,0.018,-0.0032,0.004200000000000001,0.008400000000000001,-0.0014000000000000002,0.0092,-0.0004,0.0028000000000000004,0.0088,-0.0016,-0.0,-0.08579999999999999,-0.12,-0.027200000000000002,-0.146,-0.1424,-0.11339999999999999,-0.12,-0.102,-0.16679999999999998,-0.24920000000000003,-0.0572,-0.028999999999999998,-0.068,-0.1168,-0.025400000000000002,-0.0,0.048,0.04,0.022000000000000002,0.1,0.024,-0.006,0.04,0.078,0.0,0.042,0.032,-0.004,0.052000000000000005,0.08,-0.016,0.0,1.92,2.4,0.66,3.1,2.56,1.6199999999999999,2.4,1.92,4.2,4.48,1.28,0.64,1.28,2.48,0.62
A3_53,0.0,0.19440000000000002,0.33,0.06480000000000001,0.2472,0.1992,0.19799999999999998,0.264,0.20279999999999998,0.3864,0.5312,0.12960000000000002,0.0652,0.1352,0.2472,0.0636,0.0,0.288,0.8500000000000001,0.142,0.792,0.5219999999999999,0.726,0.68,0.564,0.732,1.936,0.192,0.214,0.376,0.792,0.14,-0.0,0.0138,-0.004,-0.0012,0.0088,-0.0006,0.018,-0.0032,0.004200000000000001,0.008400000000000001,-0.0016,0.0092,-0.0004,0.0028000000000000004,0.0088,-0.0016,-0.0,-0.08579999999999999,-0.15000000000000002,-0.027200000000000002,-0.1168,-0.10679999999999999,-0.11339999999999999,-0.12,-0.102,-0.16679999999999998,-0.2848,-0.0572,-0.028999999999999998,-0.068,-0.1168,-0.025400000000000002,-0.0,0.048,0.05,0.022000000000000002,0.08,0.018,-0.006,0.04,0.078,0.0,0.048,0.032,-0.004,0.052000000000000005,0.08,-0.016,0.0,1.92,3.0,0.66,2.48,1.92,1.6199999999999999,2.4,1.92,4.2,5.12,1.28,0.64,1.28,2.48,0.62
A3_57,0.0,0.12960000000000002,0.264,0.06480000000000001,0.18539999999999998,0.2656,0.19799999999999998,0.33,0.1352,0.4508000000000001,0.5312,0.12960000000000002,0.0652,0.1352,0.309,0.0636,0.0,0.192,0.68,0.142,0.594,0.696,0.726,0.8500000000000001,0.376,0.854,1.936,0.192,0.214,0.376,0.9900000000000001,0.14,-0.0,0.0092,-0.0032,-0.0012,0.0066,-0.0008,0.018,-0.004,0.0028000000000000004,0.009800000000000001,-0.0016,0.0092,-0.0004,0.0028000000000000004,0.011000000000000001,-0.0016,-0.0,-0.0572,-0.12,-0.027200000000000002,-0.0876,-0.1424,-0.11339999999999999,-0.15000000000000002,-0.068,-0.1946,-0.2848,-0.0572,-0.028999999999999998,-0.068,-0.146,-0.025400000000000002,-0.0,0.032,0.04,0.022000000000000002,0.06,0.024,-0.006,0.05,0.052000000000000005,0.0,0.048,0.032,-0.004,0.052000000000000005,0.1,-0.016,0.0,1.28,2.4,0.66,1.8599999999999999,2.56,1.6199999999999999,3.0,1.28,4.9,5.12,1.28,0.64,1.28,3.1,0.62
A3_76,0.0636,0.12960000000000002,0.264,0.06480000000000001,0.2472,0.1992,0.19799999999999998,0.264,0.1352,0.4508000000000001,0.5312,0.12960000000000002,0.0652,0.1352,0.2472,0.1272,0.14,0.192,0.68,0.142,0.792,0.5219999999999999,0.726,0.68,0.376,0.854,1.936,0.192,0.214,0.376,0.792,0.28,-0.0016,0.0092,-0.0032,-0.0012,0.0088,-0.0006,0.018,-0.0032,0.0028000000000000004,0.009800000000000001,-0.0016,0.0092,-0.0004,0.0028000000000000004,0.0088,-0.0032,-0.025400000000000002,-0.0572,-0.12,-0.027200000000000002,-0.1168,-0.10679999999999999,-0.11339999999999999,-0.12,-0.068,-0.1946,-0.2848,-0.0572,-0.028999999999999998,-0.068,-0.1168,-0.050800000000000005,-0.016,0.032,0.04,0.022000000000000002,0.08,0.018,-0.006,0.04,0.052000000000000005,0.0,0.048,0.032,-0.004,0.052000000000000005,0.08,-0.032,0.62,1.28,2.4,0.66,2.48,1.92,1.6199999999999999,2.4,1.28,4.9,5.12,1.28,0.64,1.28,2.48,1.24
A3_84,0.0636,0.12960000000000002,0.19799999999999998,0.06480000000000001,0.18539999999999998,0.1992,0.19799999999999998,0.33,0.1352,0.3864,0.5975999999999999,0.12960000000000002,0.0652,0.20279999999999998,0.2472,0.1272,0.14,0.192,0.51,0.142,0.594,0.5219999999999999,0.726,0.8500000000000001,0.376,0.732,2.178,0.192,0.214,0.564,0.792,0.28,-0.0016,0.0092,-0.0024,-0.0012,0.0066,-0.0006,0.018,-0.004,0.0028000000000000004,0.008400000000000001,-0.0018,0.0092,-0.0004,0.004200000000000001,0.0088,-0.0032,-0.025400000000000002,-0.0572,-0.09,-0.027200000000000002,-0.0876,-0.10679999999999999,-0.11339999999999999,-0.15000000000000002,-0.068,-0.16679999999999998,-0.3204,-0.0572,-0.028999999999999998,-0.102,-0.1168,-0.050800000000000005,-0.016,0.032,0.03,0.022000000000000002,0.06,0.018,-0.006,0.05,0.052000000000000005,0.0,0.054,0.032,-0.004,0.078,0.08,-0.032,0.62,1.28,1.7999999999999998,0.66,1.8599999999999999,1.92,1.6199999999999999,3.0,1.28,4.2,5.76,1.28,0.64,1.92,2.48,1.24
